time,latitude,longitude,mag
2022-06-20 17:33:22.449000+00:00,36.853,-97.78316667,1.65
2022-06-20 17:29:24.820000+00:00,61.5435,-149.924,1.4
2022-06-20 17:27:24.346000+00:00,37.3907,-117.0962,0.5
2022-06-20 17:26:33.320000+00:00,17.959,-66.8416666666667,2.12
2022-06-20 17:23:34.980000+00:00,54.195,-165.991166666667,-0.66
2022-06-20 17:23:29.110000+00:00,37.5076667,-121.8915,0.72
2022-06-20 17:21:07.010000+00:00,37.6361667,-118.89,0.18
2022-06-20 17:16:50.609000+00:00,61.5046,-150.1708,1.3
2022-06-20 17:13:26.730000+00:00,54.1983333333333,-165.984,-0.78
2022-06-20 17:12:17.250000+00:00,44.7956667,-110.8063333,0.31
2022-06-20 17:04:34.260000+00:00,54.201,-165.984833333333,-0.56
2022-06-20 17:02:15.180000+00:00,37.6406667,-118.8933333,-0.02
2022-06-20 17:01:13.600000+00:00,33.7186667,-116.7721667,0.51
2022-06-20 16:54:59.720000+00:00,37.6976667,-119.0435,0.21
2022-06-20 16:52:04.390000+00:00,33.3851667,-116.8058333,0.6
2022-06-20 16:47:19.337000+00:00,39.4227,-118.0745,0.4
2022-06-20 16:46:34.090000+00:00,59.6233,-152.3851,0.9
2022-06-20 16:43:47.240000+00:00,44.3526667,-115.169,1.98
2022-06-20 16:37:33.782000+00:00,38.1716,-117.8239,2.4
2022-06-20 16:36:15.620000+00:00,37.635,-118.8813333,0.9
2022-06-20 16:30:41.410000+00:00,37.6394997,-118.8913345,1.15
2022-06-20 16:27:37.550000+00:00,39.3468333,-123.2635,1.37
2022-06-20 16:19:15.860000+00:00,38.1574,-117.9964,0.5
2022-06-20 16:19:00.510000+00:00,44.7958333,-110.804,0.54
2022-06-20 16:18:25.121000+00:00,60.1464,-153.1421,2.1
2022-06-20 16:18:11.080000+00:00,37.6448333,-118.897,0.29
2022-06-20 16:17:24.320000+00:00,39.3466667,-123.2636667,1.29
2022-06-20 16:16:17.992000+00:00,58.0967,-153.7268,1.4
2022-06-20 16:14:09.160000+00:00,44.7901667,-110.8056667,0.45
2022-06-20 16:08:49.280000+00:00,37.6409988,-118.883667,0.97
2022-06-20 16:05:54.650000+00:00,37.6326667,-118.8766667,1.47
2022-06-20 16:04:38.730000+00:00,37.6221667,-118.8735,0.08
2022-06-20 15:59:59.540000+00:00,36.9864998,-121.4398346,1.8
2022-06-20 15:58:53.440000+00:00,18.0046666666667,-66.8258333333333,2.09
2022-06-20 15:55:23.450000+00:00,44.7781667,-110.8203333,0.43
2022-06-20 15:50:53.890000+00:00,44.7996667,-110.7976667,0.97
2022-06-20 15:43:14.050000+00:00,38.8320007,-122.8176651,1.08
2022-06-20 15:43:06.790000+00:00,37.6315,-118.8805,2.64
2022-06-20 15:42:41.360000+00:00,19.1506671905518,-155.489837646484,2.18
2022-06-20 15:41:58.950000+00:00,37.6355,-118.886,1.69
2022-06-20 15:39:46.740000+00:00,37.6321667,-118.8851667,3.0
2022-06-20 15:39:22.800000+00:00,37.6316667,-118.8815,2.83
2022-06-20 15:36:23.940000+00:00,60.0026666666667,-153.085833333333,-0.89
2022-06-20 15:32:01.370000+00:00,33.5923333,-116.6331667,1.4
2022-06-20 15:28:13.860000+00:00,19.171667098999,-155.484664916992,1.76999998
2022-06-20 15:19:43.300000+00:00,53.8961666666667,-166.906,-0.62
2022-06-20 15:16:38.221000+00:00,38.1669,-117.8962,0.9
2022-06-20 14:54:20.400000+00:00,33.0041667,-116.2146667,0.92
2022-06-20 14:52:53.453000+00:00,60.9787,-148.0757,1.2
2022-06-20 14:52:05.580000+00:00,19.1856670379639,-155.484832763672,2.25
2022-06-20 14:50:23.067000+00:00,59.9017,-151.766,1.7
2022-06-20 14:47:09.780000+00:00,37.6351667,-118.8865,2.22
2022-06-20 14:22:22+00:00,35.8383333,-117.6806667,1.48
2022-06-20 14:18:35.180000+00:00,44.7965,-110.7991667,1.22
2022-06-20 14:17:30.350000+00:00,54.1316666666667,-165.955666666667,-0.91
2022-06-20 14:11:07.830000+00:00,19.1644992828369,-155.491668701172,1.85000002
2022-06-20 14:03:42.735000+00:00,62.6543,-145.5137,1.4
2022-06-20 13:56:41.400000+00:00,35.6156667,-117.466,1.11
2022-06-20 13:33:24.597000+00:00,36.6942,-117.0653,-0.1
2022-06-20 13:28:26.300000+00:00,36.0541667,-117.8778333,0.66
2022-06-20 13:27:11.430000+00:00,58.4271666666667,-154.491666666667,0.26
2022-06-20 13:20:47.324000+00:00,39.0753,-119.7125,0.9
2022-06-20 13:19:39.250000+00:00,33.9915,-116.6961667,0.58
2022-06-20 13:10:05.520000+00:00,48.48883333333333,-123.5635,1.01
2022-06-20 13:09:43.620000+00:00,44.7886667,-110.8068333,0.58
2022-06-20 13:09:21.730000+00:00,38.779335,-122.7683334,1.13
2022-06-20 13:09:21.420000+00:00,44.7968333,-110.804,0.71
2022-06-20 13:07:49.290000+00:00,54.5701666666667,-163.331833333333,1.35
2022-06-20 13:07:49.090000+00:00,37.3418333,-121.7673333,1.38
2022-06-20 13:04:11.090000+00:00,19.2426662445068,-155.398834228516,2.15
2022-06-20 12:59:05.321000+00:00,-60.066,-27.3117,5.2
2022-06-20 12:53:15.540000+00:00,19.1688327789307,-155.484161376953,1.79999995
2022-06-20 12:50:52.013000+00:00,58.2153,-155.4666,0.6
2022-06-20 12:50:05.230000+00:00,58.1831666666667,-155.340833333333,-0.68
2022-06-20 12:47:08.710000+00:00,46.88066666666667,-121.93383333333334,0.51
2022-06-20 12:45:07.858000+00:00,59.5731,-153.1054,1.6
2022-06-20 12:42:57.070000+00:00,47.477,-115.7776667,1.58
2022-06-20 12:36:37.510000+00:00,33.2506667,-116.0351667,0.9
2022-06-20 12:32:10.680000+00:00,19.2371673583984,-155.389495849609,1.92999995
2022-06-20 12:20:12.018000+00:00,-60.563,-26.7939,4.8
2022-06-20 12:14:05.390000+00:00,37.6365,-118.8893333,0.77
2022-06-20 12:10:51.320000+00:00,61.1576666666667,-152.115833333333,-0.11
2022-06-20 12:08:31.700000+00:00,37.6361667,-118.8881667,1.98
2022-06-20 11:58:54.560000+00:00,46.85383333333333,-121.75816666666668,0.93
2022-06-20 11:51:23.623000+00:00,32.00555114,-103.8398127,2.2
2022-06-20 11:47:13.890000+00:00,33.3926667,-116.9826667,0.68
2022-06-20 11:40:54.322000+00:00,62.4651,-149.2591,1.0
2022-06-20 11:27:22.420000+00:00,47.8653333,-113.8811667,0.4
2022-06-20 11:19:45.063000+00:00,65.0791,-148.9105,0.7
2022-06-20 11:19:09.820000+00:00,19.2428340911865,-155.397827148438,1.84000003
2022-06-20 11:17:05.690000+00:00,19.2434997558594,-155.381332397461,2.26
2022-06-20 11:09:32.450000+00:00,36.10883333,-97.83783333,1.13
2022-06-20 11:00:16.687000+00:00,60.1437,-150.6408,1.0
2022-06-20 10:57:51.399000+00:00,36.10833333,-97.83266667,2.09
2022-06-20 10:57:38.580000+00:00,33.2815,-115.9708333,1.01
2022-06-20 10:56:45.024000+00:00,63.5834,-147.4513,1.1
2022-06-20 10:54:04.230000+00:00,33.2756667,-115.9933333,0.94
2022-06-20 10:53:48.737000+00:00,-22.5651,-66.258,4.4
2022-06-20 10:53:43.140000+00:00,33.1255,-116.073,0.45
2022-06-20 10:50:49.750000+00:00,37.5231667,-118.7838333,0.77
2022-06-20 10:47:19.240000+00:00,35.8593333,-117.6601667,0.39
2022-06-20 10:44:26.150000+00:00,34.6811667,-118.34,1.32
2022-06-20 10:32:55.304000+00:00,-7.543,-13.4247,4.9
2022-06-20 10:30:00.855000+00:00,59.6308,-152.8194,1.1
2022-06-20 10:29:06.919000+00:00,36.11066667,-97.8355,2.18
2022-06-20 10:23:31.335000+00:00,59.5111,-152.8959,0.6
2022-06-20 10:11:05.905000+00:00,38.1836,-117.7835,0.9
2022-06-20 10:09:01.720000+00:00,37.6393333,-118.8883333,1.05
2022-06-20 10:04:04.840000+00:00,19.1525001525879,-155.492660522461,2.2
2022-06-20 10:01:46.710000+00:00,37.6425,-118.891,0.22
2022-06-20 09:58:18.898000+00:00,62.3155,-151.2387,1.2
2022-06-20 09:44:06.500000+00:00,58.5143333333333,-154.162166666667,0.31
2022-06-20 09:27:15.530000+00:00,39.3478333,-123.2653333,1.81
2022-06-20 09:26:53.410000+00:00,39.3478333,-123.2663333,1.58
2022-06-20 09:26:02.052000+00:00,61.3979,-146.7138,1.2
2022-06-20 09:22:02.140000+00:00,38.7991676,-122.748497,0.36
2022-06-20 09:19:38.760000+00:00,38.8206673,-122.7611694,1.21
2022-06-20 09:18:59.580000+00:00,38.8143349,-122.7708359,1.17
2022-06-20 09:17:08.810000+00:00,38.8223343,-122.7584991,2.62
2022-06-20 09:15:05.880000+00:00,38.8378334,-122.8095016,0.9
2022-06-20 09:09:43.140000+00:00,39.559,-123.7768333,1.82
2022-06-20 09:04:12.538000+00:00,58.1927,-152.8083,1.9
2022-06-20 09:03:32.719000+00:00,39.1942,-119.6293,-0.2
2022-06-20 09:02:28.640000+00:00,33.859,-117.6818333,1.19
2022-06-20 08:56:22.610000+00:00,18.0568333333333,-66.891,1.71
2022-06-20 08:56:05.520000+00:00,38.1025009,-122.2425003,1.44
2022-06-20 08:53:55.100000+00:00,37.6413333,-118.8938333,1.35
2022-06-20 08:52:49.300000+00:00,37.6448333,-118.8898333,0.72
2022-06-20 08:52:07.030000+00:00,37.641,-118.8901667,1.07
2022-06-20 08:51:54.930000+00:00,37.6415,-118.894,0.27
2022-06-20 08:51:07.260000+00:00,37.6406667,-118.891,1.09
2022-06-20 08:50:44.210000+00:00,37.631,-118.8808333,0.23
2022-06-20 08:49:58.170000+00:00,33.292,-116.7521667,0.87
2022-06-20 08:48:45.110000+00:00,37.6328333,-118.8818333,1.87
2022-06-20 08:46:48.560000+00:00,17.9601666666667,-66.991,1.38
2022-06-20 08:41:12.763000+00:00,58.1611,-152.8131,1.4
2022-06-20 08:40:36.340000+00:00,37.6428333,-118.8828333,1.0
2022-06-20 08:35:41.009000+00:00,34.94433333,-97.6,0.6
2022-06-20 08:35:09.780000+00:00,37.6338333,-118.8803333,1.43
2022-06-20 08:32:23.190000+00:00,37.6391667,-118.8858333,1.88
2022-06-20 08:32:04.450000+00:00,38.8313332,-122.8138351,1.35
2022-06-20 08:30:27.620000+00:00,36.11016667,-97.8395,1.21
2022-06-20 08:30:04.470000+00:00,37.6381667,-118.8913333,1.81
2022-06-20 08:29:03.140000+00:00,37.6401667,-118.8895,1.86
2022-06-20 08:28:25.420000+00:00,37.6421667,-118.8881667,1.26
2022-06-20 08:27:59.800000+00:00,37.6425,-118.8933333,2.03
2022-06-20 08:27:36.920000+00:00,37.6401667,-118.8906667,2.77
2022-06-20 08:24:36.470000+00:00,37.6408333,-118.8908333,1.04
2022-06-20 08:13:13.650000+00:00,33.3728333,-116.966,0.67
2022-06-20 08:10:33.530000+00:00,36.11116667,-97.83766667,1.22
2022-06-20 08:09:00.950000+00:00,37.6406667,-118.8896667,1.52
2022-06-20 08:07:51.650000+00:00,19.0419998168945,-155.380340576172,2.28
2022-06-20 08:05:35.910000+00:00,39.6674,-120.4585,0.0
2022-06-20 08:02:49.650000+00:00,38.8171654,-122.8014984,0.5
2022-06-20 07:57:59.822000+00:00,57.5683,-155.1522,2.6
2022-06-20 07:56:11.560000+00:00,33.558,-82.3015,2.08
2022-06-20 07:55:50.080000+00:00,35.9905,-117.9666667,0.72
2022-06-20 07:54:35.840000+00:00,37.7267,-114.1886,0.6
2022-06-20 07:53:42.160000+00:00,34.2906667,-118.7675,1.15
2022-06-20 07:51:16.109000+00:00,38.1715,-117.8234,0.9
2022-06-20 07:45:14.691000+00:00,61.4295,-150.0602,1.9
2022-06-20 07:42:36.270000+00:00,19.0408325195312,-155.375839233398,1.88
2022-06-20 07:38:08.110000+00:00,51.89,-176.5995,1.53
2022-06-20 07:37:13.940000+00:00,38.8235016,-122.793663,0.91
2022-06-20 07:31:41.370000+00:00,34.0431667,-117.2418333,0.9
2022-06-20 07:18:43.710000+00:00,17.9771666666667,-66.9728333333333,2.44
2022-06-20 07:17:44.720000+00:00,33.5995,-116.6285,0.62
2022-06-20 07:14:01.390000+00:00,32.693,-115.4458333,1.07
2022-06-20 07:10:45.140000+00:00,33.6026667,-116.6296667,0.16
2022-06-20 07:10:33.370000+00:00,32.7126667,-115.4518333,1.32
2022-06-20 07:06:04.370000+00:00,19.2313327789307,-155.397338867188,1.98
2022-06-20 07:00:46.378000+00:00,60.3347,-147.4034,1.8
2022-06-20 06:57:35.130000+00:00,38.8343315,-122.8166656,0.36
2022-06-20 06:40:17.176000+00:00,59.9511,-153.5701,1.0
2022-06-20 06:25:50.710000+00:00,47.4508333,-112.7665,0.55
2022-06-20 06:25:09.267000+00:00,-17.8625,-178.4661,4.5
2022-06-20 06:15:23.380000+00:00,58.3008333333333,-154.985833333333,-0.24
2022-06-20 06:15:04.310000+00:00,38.8193321,-122.7633362,0.53
2022-06-20 06:02:07.003000+00:00,63.6668,-152.0295,1.2
2022-06-20 05:59:33.860000+00:00,37.6396667,-118.8868333,1.51
2022-06-20 05:55:27.110000+00:00,37.636,-118.8818333,0.58
2022-06-20 05:54:52.315000+00:00,66.0435,-148.3824,1.0
2022-06-20 05:53:45.750000+00:00,58.3703333333333,-154.795833333333,-0.27
2022-06-20 05:52:09.780000+00:00,37.6291667,-118.8791667,1.46
2022-06-20 05:51:43.076000+00:00,38.1687,-117.8318,0.8
2022-06-20 05:47:52.060000+00:00,33.5963333,-116.6395,1.91
2022-06-20 05:46:20.560000+00:00,33.1638333,-115.661,1.25
2022-06-20 05:46:10.360000+00:00,33.1648333,-115.7096667,0.3
2022-06-20 05:45:54.140000+00:00,58.3713,-154.6713,1.0
2022-06-20 05:45:49+00:00,37.6321667,-118.8828333,1.9
2022-06-20 05:41:59.140000+00:00,39.3483333,-123.2646667,1.3
2022-06-20 05:40:05.900000+00:00,61.409,-152.059166666667,0.59
2022-06-20 05:39:12.386000+00:00,2.5581,128.2986,4.6
2022-06-20 05:38:40.250000+00:00,36.11233333,-97.83833333,1.52
2022-06-20 05:37:13.600000+00:00,17.8996666666667,-66.8823333333333,1.8
2022-06-20 05:36:21.690000+00:00,36.11616667,-97.84083333,1.2
2022-06-20 05:35:25.190000+00:00,37.6533333,-118.9045,1.09
2022-06-20 05:34:12.950000+00:00,19.2490005493164,-155.409164428711,2.3
2022-06-20 05:33:43.330000+00:00,59.362,-153.424166666667,-0.09
2022-06-20 05:33:12.470000+00:00,36.1033333,-117.8486667,1.27
2022-06-20 05:33:03.620000+00:00,37.6356659,-118.8841629,2.79
2022-06-20 05:31:54.109000+00:00,36.31966667,-96.98183333,0.62
2022-06-20 05:29:35.948000+00:00,39.9406,-120.4218,0.5
2022-06-20 05:26:27.768000+00:00,61.6828,-146.959,3.1
2022-06-20 05:26:05.870000+00:00,37.6355,-118.8858333,1.43
2022-06-20 05:14:03.070000+00:00,19.2518329620361,-155.38883972168,1.85000002
2022-06-20 05:13:00.834000+00:00,40.0779,-120.9175,1.7
2022-06-20 05:08:06.120000+00:00,38.8343333,-122.8155,1.23
2022-06-20 05:07:34.880000+00:00,38.8236656,-122.8105011,0.84
2022-06-20 05:06:01.340000+00:00,35.1155,-95.5485,1.33
2022-06-20 05:01:39.657000+00:00,2.2753,96.3607,4.6
2022-06-20 04:58:39.650000+00:00,39.516,-111.9236667,1.37
2022-06-20 04:51:54.891000+00:00,43.5824,147.2238,4.1
2022-06-20 04:48:09.060000+00:00,35.6373333,-117.4588333,1.04
2022-06-20 04:45:09.320000+00:00,42.1175,-123.82866666666666,3.22
2022-06-20 04:43:56.940000+00:00,17.9395,-66.8718333333333,2.42
2022-06-20 04:41:57.200000+00:00,62.0775,-148.9461,2.2
2022-06-20 04:39:23.470000+00:00,46.9286667,-112.5261667,-0.33
2022-06-20 04:25:37.880000+00:00,19.2308330535889,-155.391159057617,2.29
2022-06-20 04:15:14.122000+00:00,23.6021,121.5507,4.2
2022-06-20 04:11:43.670000+00:00,44.3261667,-110.3821667,0.6
2022-06-20 04:10:49.927000+00:00,65.6017,-165.3707,2.6
2022-06-20 04:09:33.520000+00:00,19.2485,-155.399666666667,3.43
2022-06-20 04:07:40.030000+00:00,32.7331667,-115.6573333,2.04
2022-06-20 04:00:19.490000+00:00,37.5221667,-118.7848333,1.54
2022-06-20 04:00:08+00:00,38.8286667,-122.7546667,0.65
2022-06-20 03:53:03.955000+00:00,63.5046,-154.2578,2.4
2022-06-20 03:49:03.510000+00:00,19.5855,-155.593833333333,0.78
2022-06-20 03:40:29.350000+00:00,32.3988333,-115.2291667,3.75
2022-06-20 03:40:29.140000+00:00,17.9265,-66.8375,2.38
2022-06-20 03:36:20.603000+00:00,37.6237,-118.0166,0.5
2022-06-20 03:33:18.180000+00:00,17.9095,-66.9465,2.21
2022-06-20 03:31:51.314000+00:00,60.4861,-150.7295,1.4
2022-06-20 03:25:24.960000+00:00,37.9801667,-122.248,1.3
2022-06-20 03:25:09.120000+00:00,38.8361667,-122.8098333,0.51
2022-06-20 03:14:05.940000+00:00,38.7808333,-122.7668333,0.32
2022-06-20 03:13:12.720000+00:00,38.8116684,-122.7671661,0.35
2022-06-20 03:11:33.295000+00:00,38.1616,-118.1895,0.8
2022-06-20 03:09:53.070000+00:00,34.92616667,-97.60483333,1.45
2022-06-20 03:04:57.309000+00:00,38.5773,55.5432,4.6
2022-06-20 03:04:49.860000+00:00,38.8334999,-122.8156662,0.85
2022-06-20 03:04:37.030000+00:00,38.8318333,-122.8155,1.29
2022-06-20 03:04:24.320000+00:00,38.8306667,-122.814,1.65
2022-06-20 03:02:12.350000+00:00,17.9486666666667,-66.91,1.94
2022-06-20 03:00:42.460000+00:00,38.8341675,-122.8118362,0.36
2022-06-20 02:59:10.880000+00:00,35.7316667,-117.7255,1.2
2022-06-20 02:55:51.296000+00:00,59.407,-151.788,1.4
2022-06-20 02:48:29.520000+00:00,38.7885017,-122.7699966,0.85
2022-06-20 02:43:42.235000+00:00,60.6854,-150.3138,1.4
2022-06-20 02:43:29.260000+00:00,38.8221664,-122.7908325,0.84
2022-06-20 02:39:12.500000+00:00,51.8613333333333,-177.864166666667,0.58
2022-06-20 02:31:20.690000+00:00,36.4846667,-89.6171667,1.75
2022-06-20 02:25:34.720000+00:00,46.8836667,-112.524,0.38
2022-06-20 02:18:44.820000+00:00,19.2164993286133,-155.393997192383,1.84000003
2022-06-20 02:18:21.771000+00:00,57.5942,-155.6627,2.3
2022-06-20 02:16:16.050000+00:00,19.2358341217041,-155.394836425781,1.98000002
2022-06-20 02:15:29.970000+00:00,17.8673333333333,-66.8995,2.27
2022-06-20 02:13:32.480000+00:00,32.6975,-115.4455,2.12
2022-06-20 02:11:44.710000+00:00,18.0045,-66.7403333333333,2.3
2022-06-20 02:08:52.870000+00:00,54.4576666666667,-164.669166666667,0.47
2022-06-20 02:01:59.910000+00:00,38.7879982,-122.7666702,0.88
2022-06-20 01:50:59.140000+00:00,19.2455005645752,-155.392669677734,1.91999996
2022-06-20 01:39:43.194000+00:00,23.7397,121.4693,5.2
