Longitude,Latitude,osm_id,source,capacitype,operatorty,building,amenity,addrcity,addrfull,name
44.5204264,40.1508049,2315582703,,,,,school,,,Տիգրան Չախաջյանի անվան երաժշտական դպրոց
44.5265822,40.1397186,2315582704,,,,,school,,,45
44.5296556,40.2065087,2318167567,,,,,school,,,ԵՊԲՀ «Հերացի» ավագ դպրոց
44.5293287,40.2029508,2318194683,,,,,university,Երևան,,Հայաստանում Ֆրանսիական համալսարան
44.5029476,40.1998897,2318434014,,,,,school,,,Մուշեղ Գալշոյանի անվան թիվ 148 ավագ դպրոց
44.5061483,40.2350752,2320192294,zovuni school,,,,school,,,Զովունու դպրոց
44.5050861,40.2351981,2320192295,,,,,kindergarten,,,Զովունու մանկապարտեզ
44.5032898,40.1759763,2325089855,,,,,kindergarten,,,Թիվ 4 Մանկապարտեզ
44.4947385,40.2244598,2336756698,,,,,school,Երևան,,School No.192
44.5429361,40.2023345,2338127107,,,,,school,,,Թիվ 158 Մանկապարտեզ
44.547042,40.2017349,2338576322,,,,,school,,,Դպրոց թիվ 125
44.5487001,40.2060069,2338877973,,,,,school,,,Հրանտ Դինքի անվան թիվ 44 դպրոց
44.5410286,40.2195863,2338889795,,,,,school,,,Music school
44.5095691,40.159984,2342432606,,,,,school,,,Mashtots private school
44.5171311,40.1740207,2342499794,,,,,school,,,Երևանի թիվ 3 ավագ դպրոց Մանուկ Աբեղյանի անվան
44.5125035,40.1678026,2365359033,,,,,school,,,թիվ 53 հիմնական դպրոց
44.4727478,40.0878305,2420207024,,,,,kindergarten,,,
44.5104231,40.1615884,2421493634,,,,,school,,,Ստեփան Լիսիցյանի անվան թ․34 դպրոց
44.57989,40.2134312,2427294346,,,,,university,,,Mekhitarist Monastery
44.5192131,40.1683824,2452459784,,,,,school,,,Nar-Dos school
43.8684095,40.5808286,2452496600,,,,,school,,,
43.9693893,40.6152658,2457860349,,,,,kindergarten,,,Արթիկի թիվ 1 մանկապարտեզ
43.9786024,40.6266144,2465663167,,,,,school,,,Արթիկի թիվ 6 հիմնական դպրոց
43.9359875,40.5653358,2465663199,,,,,school,,,Լեռնակերտի դպրոց
45.2673408,39.7405347,2467930435,,,,,school,,,
43.8456444,40.765488,2504847507,,,,,school,,,Sambo Judo Sports School
43.8465268,40.7659003,2504847688,,,,,school,,,High School No. 45
43.8246325,40.7967742,2504873960,,,,,college,,,Gyumri State College of Olympic Sport Shift
43.8342424,40.822704,2504895814,,,,,school,,,Little Prince Social Centre for Children
43.824526,40.8306197,2504904142,,,,,school,,,
44.4639212,40.0966311,2508434800,,,,,kindergarten,,,
44.636523,40.2649064,2513355943,,,,,kindergarten,,,Թիվ 4 Մանկապարտեզ
44.637562,40.265619,2513360872,,,,,school,,,Արթուր Վանոյանի անվան Աբովյանի թիվ 6 ավագ դպրոց
44.6312399,40.2651503,2513369973,,,,,kindergarten,,,
44.6244647,40.2699926,2513371664,,,,,school,Աբովյան,,Խաչատուր Աբովյանի անվան №1 ավագ դպրոց
44.6234615,40.2754198,2513377776,,,,,kindergarten,,,
44.6288762,40.2733116,2513385392,,,,,school,,,Թիվ 5 Դպրոց
44.6312293,40.2720576,2513386351,,,,,kindergarten,,,Թիվ 3 Մանկապարտեզ
44.639982,40.2814904,2523262248,,,,,kindergarten,,,
44.6391934,40.2791454,2523263215,,,,,kindergarten,,,№9 Մանկապարտեզ
44.8133474,40.5702498,2538222512,,,,,school,,,Դդմաշենի Միջնակարգ Դպրոց
44.4861544,40.150264,2592433397,,,,,school,Երևան,,Քվանտ վարժարան
44.4847879,40.1444062,2592433398,,,,,school,,,Թիվ 110 Դպրոց
44.4849219,40.1427894,2592433399,,,,,school,,,Գրիգոր Նարեկացու անվան թիվ 137 հիմնական դպրոց
44.48378,40.1433897,2592433400,,,,,kindergarten,,,Թիվ 139 Մանկապարտեզ
43.9727941,40.6196609,2594078299,,,,,school,,,Թիվ 4 հիմնական դպրոց
44.5735826,40.1901737,2657692842,,,,,kindergarten,,,Մանկապարտեզ թիվ 109
44.5283242,40.1303465,2771948931,,,,,school,,,Միքաել Մալունցյանի անվան գեղարվեստական դպրոց
44.528379,40.1305983,2771948934,,,,,school,,,Թիվ 160 դպրոց
44.5251532,40.1275988,2771948940,,,,,kindergarten,,,Թիվ 72 Մանկապարտեզ
44.4349076,40.2123791,2772000716,,,,,school,,,108 դպրոց
44.4957188,40.1976492,2917463561,,,,,kindergarten,,,
44.9963046,41.1708876,2933448828,,,,,school,,,
45.0615476,41.0644454,2933454078,,,,,school,,,
45.3545706,40.592396,2933483630,,,,,kindergarten,,,
45.3535347,40.5951551,2933483634,,,,,kindergarten,,,
45.3566934,40.5972997,2933483639,,,,,school,,,
45.3501662,40.6017401,2933483641,,,,,school,,,
45.3558164,40.6023998,2933483642,,,,,school,,,
46.3452838,39.5176163,2933532207,,,,,university,Գորիս,,Գորիսի պետական համալսարան
46.3444311,39.517824,2933532208,,,,,school,,,
46.3436753,39.518132,2933532211,,,,,school,,,School Number 5
46.3444026,39.519122,2933532214,,,,,kindergarten,,,
44.6391501,40.400567,2933846043,,,,,kindergarten,,,
44.6428793,40.4007044,2933846052,,,,,school,,,ԹԻՎ 5 ԴՊՐՈՑ ԵՂԻՇԵ ՉԱՐԵՆՑԻ ԱՆՎԱՆ
